tweet,likes_count,tweetFiltrado,topico
"@blakandblack it was past its peak; it had to pay for #ww1 for itself as well as for #france, #italy and #russia, this amounted to a huge transfer of wealth to the usa, from which it could never recover",7,blakandblack peak pay ww well france italy amounted huge transfer wealth usa recover,0
indicted #hillaryclinton lawyer michael #sussmann's trial begins today: #fbi agents set to take the stand as #durham's first case in his #russia probe gets underway    https://t.co/0socgcqkvw,7,indicted hillaryclinton lawyer michael sussmanns trial today fbi agent set stand durham case probe underway,0
"there are plenty of ways to further sanction #russia, says @mcfaul:  target positions, not just individuals  include all of the 100+ richest people in russia  add members of political parties that support the invasion   read more in @postopinions   https://t.co/77fa9g1fzd",7,plenty way sanction mcfaul target position individual include  richest people add member political party support invasion read postopinions,3
another twist to the #russia vs #ukraine conflict  #russiaukrainewar #ukrainerussianwar #naijaloveinfoforeign #ukrainian #poland #naijaloveinfo,7,twist ukraine conflict russiaukrainewar ukrainerussianwar naijaloveinfoforeign ukrainian poland naijaloveinfo,7
anti- imperialist u: the russia-ukraine war  https://t.co/k37tdeuo0j #russia #ukraine #nato #ukrainerussiawar #donbass  https://t.co/ajm72h6b9d,7,anti imperialist russiaukraine war ukraine nato ukrainerussiawar donbas,7
"the value of lithuanian agricultural and food exports increased by almost 30% compared to the same period last year since #russia’s invasion of #ukraine. while the value of exports to  halved, those to  and  increased by 10% &amp; 14%, reports @gpeseckyt. https://t.co/ej1qxdtaxt",7,lithuanian agricultural food export increased  compared period year russia invasion ukraine export halved increased   report gpeseckyt,5
"""burns has returned the #cia to its primary mission, collecting intelligence about america’s rivals, including its oldest global competitor, #russia."" a return to humint collection against hard-targets has been long overdue. #espionage #nationalsecurity   https://t.co/d8ca6yemhl",7,burn returned cia primary mission collecting intelligence america rival including oldest global competitor return humint collection hardtargets long overdue espionage nationalsecurity,5
#russia will destroy nato countries in half an hour in case of nuclear war: roscosmos chief   https://t.co/wtegkofef8,7,will destroy nato country half hour case nuclear war roscosmos chief,8
"president joe biden on monday called on congress to split off additional funding for #covid19 vaccines, tests and therapeutic drugs from a bill to authorize tens of billions more in military aid to ukraine in the us-nato war against #russia.   https://t.co/1leqctxjvb",7,president joe biden monday called congress split additional funding covid vaccine test therapeutic drug bill authorize ten billion military aid ukraine usnato war,1
the us and russian defense establishments laid out competing claims about the depletion of russian precision-guided missiles stocks last week.   #russia | #ukraine    https://t.co/x93nfvlfim,7,defense establishment laid competing claim depletion precisionguided missile stock week  ukraine,4
i fall in love    #russia #westandwithrussia   https://t.co/5jy5czm7eb,7,fall love westandwithrussia,0
where is #nato &amp; #eu &amp; #usa in denouncing #putin &amp; #russia for the kidnapping of 1.2 million #ukrainian people including 200k children!!! more needs to be done!! #ukraine  #putinwarcrimes,7,nato eu usa denouncing putin kidnapping  ukrainian people including child ukraine putinwarcrimes,3
"russia destroys 2 s-300 anti-aircraft missile launchers in sumy region, ukraine #ukraine #russia  https://t.co/ypyjw7ot6z  https://t.co/imazwi4wsi",7,destroys antiaircraft missile launcher sumy region ukraine ukraine,7
"during the last 8 years, #ukraine was dedicated to building anti-corruption infrastructure, engaging civil society &amp; international experts to the process.   meanwhile in #russia:  https://t.co/b9vrwdiwgo",7,year ukraine dedicated building anticorruption infrastructure engaging civil society international expert process,9
"ukr media: video from our heroes from ""azovstal"" handsome!   #ukrainewar #russianukrainianwar #ukrainerussianwar #russia #ukraine #kyiv #mauripol  #ukrainian #azovstal #putin #russian #russiaukraineconflict #russians  https://t.co/vad0gcuvx0",7,ukr medium video hero azovstal handsome ukrainewar russianukrainianwar ukrainerussianwar ukraine kyiv mauripol ukrainian azovstal putin russiaukraineconflict russian,7
100 years ago #russia #redsquare #mohaliblast  https://t.co/lysg68h8hk,7,year ago redsquare mohaliblast,0
"russia calls finland, sweden joining nato a mistake with 'far-reaching consequences'  #russia #finland #sweden #nato    https://t.co/aiplqv9fnj",7,call finland sweden joining nato mistake farreaching consequence finland sweden nato,8
#us and #czech weapons seized en masse in #donbass by #russia . #ukraine #nato,7,czech weapon seized en masse donbas  ukraine nato,6
"in #bashkortostan, #russia, a forest in a nature reserve on the slope of maly yamantau mountain is on fire.  and ten forest fires with a total area of over 1,500 hectares were recorded in the #irkutsk region. the fire is spreading at an alarming rate and is difficult to contain.  https://t.co/pme1bfsvrf",7,bashkortostan forest nature reserve slope maly yamantau mountain fire ten forest fire total area  hectare recorded irkutsk region fire spreading alarming rate difficult,9
"#explained | this article, the final of a three-part special series on the impact of the #eusanctions on #russia, will look at what the #oilembargo means for india.   read up   https://t.co/axpae6m13w  by @nikitaprasad033 | #russiacrudeoil #russiaukrainewar",7,explained  article final threepart special series impact eusanctions will oilembargo india read nikitaprasad  russiacrudeoil russiaukrainewar,5
"ambassador sergey andreev, russia’s envoy to poland, was splashed with red paint thrown by anti-war demonstrators during a visit to honor world war ii-era soviet soldiers at a cemetery in warsaw.  #russia | #ukraine | #poland    https://t.co/iahdywxfec",7,ambassador sergey andreev russia envoy poland splashed red paint thrown antiwar demonstrator visit honor world war iiera soviet soldier cemetery warsaw  ukraine  poland,0
.         .    baby  gives  a dog  bread :)  freshly baked bread is like a delicacy         here.    . . . .             #ukraine            #russia  .                                          #kids   #dog  https://t.co/us3uxaaaq7,7,  baby dog bread  freshly baked bread delicacy     ukraine  kid dog,0
@nexta_tv what? from within #russia? that is great #ukraine should also send missiles into putin's land just as putin the clown is doing to #ukraine glory to the brave #standwithukraine,7,nextatv great ukraine send missile putin land putin clown ukraine glory brave standwithukraine,0
"truly a mllion-ruble question, h.e. ambassador @amb_ulyanov.  one hypothesis might have to do with the fact that #russia only attacks/occupies non-nato countries and that this leads the latter to draw their own conclusions?",7,mllionruble question ambassador ambulyanov hypothesis fact attacksoccupies nonnato country lead draw conclusion,0
ukrainian soldiers reflect the night attack of the russians on the ukrainian-russian front #ukraine #russia #ukrainewar #ukrainerussianwar #stopputin #stoprussia #standwithukraine #supportukraine #glorytotheheroes #russianukrainianwar  https://t.co/aiet281h3f,7,ukrainian soldier reflect night attack russian ukrainianrussian front ukraine ukrainewar ukrainerussianwar stopputin stoprussia standwithukraine supportukraine glorytotheheroes russianukrainianwar,7
"john quigley, who led talks on the status of the donbas and crimea in the 1990s:  ""ukrainians do not have the attachment that russians have towards crimea. a #crimea under #russia may be better for long-term stability.""   https://t.co/tk4p7wyraf #ukrainewar",7,john quigley led talk status donbas crimea ukrainian attachment russian crimea crimea better longterm stability ukrainewar,7
russian forces and allies are gradually cutting access to  #severodonetsk and #lysychansk in the ukrainian held part of the #lugansk region in #donbass. ukrainian forces might find themselves forced to perform a quick withdrawal before being entirely encircled.  #russia #ukraine,7,force ally gradually cutting access severodonetsk lysychansk ukrainian held lugansk region donbas ukrainian force find forced perform quick withdrawal entirely encircled ukraine,4
"blatant disregard for global food security is not only reprehensible, it’s heinous. but anyone surprised at this point? now we all see the real character of rotten and monstrous russia   #ukraine #warzone #warcrimes #russia #russians #russianshameday",7,blatant disregard global food security reprehensible heinous surprised point real character rotten monstrous ukraine warzone warcrimes russian russianshameday,5
"breaking news: ukraine keeps up counterattack to north of kharkiv, britain says  https://t.co/xill3icicj #counterattack #kharkiv #russia #ukraine",7,breaking news ukraine keep counterattack north kharkiv britain counterattack kharkiv ukraine,0
#russia #ukraineunderattaсk #trump2024tosaveamerica #trumpcrimefamily #trumpcult i wouldn’t take a thousand trumps for one zelensky. zelensky is a real man compared to a monkey brained trump.,7,ukraineunderattaсk trumptosaveamerica trumpcrimefamily trumpcult trump zelensky zelensky real man compared monkey brained trump,1
six more #russia representatives kicked out latest #nato member north macedonia #europe   https://t.co/mj6pq3ytkv,7,representative kicked latest nato member north macedonia europe,8
russian veterans of world war ii who live in #israel marked the anniversary of victory day over nazi #germany at mount herzl military cemetery in #jerusalem on monday. photo by eitan elhadez/tps. #tps_one_photo_a_day #russia #ukraine @jlm_city  https://t.co/umdrchp8aq,7,veteran world war ii live israel marked anniversary victory day nazi germany mount herzl military cemetery jerusalem monday photo eitan elhadeztps tpsonephotoaday ukraine jlmcity,0
will #finland become part of the #nato this year?  #usa #russia #ukriane #ukrainerussiawar,7,will finland nato year usa ukriane ukrainerussiawar,8
"@aakrutiacharya there is no borders between #india-#china, #ccp has borders only with indian after china illegally #occupiedtibet stop provoking #tibet's neighbours,as well in #nepal  #freetibet #xijinping #freeukraine #russia #ukraine #eu #us #putinswar #maoist #nepalelection #un #kathmandupost  https://t.co/ohyplzic3c",7,aakrutiacharya border indiachina ccp border indian china illegally occupiedtibet provoking tibet neighboursas well nepal freetibet xijinping freeukraine ukraine eu putinswar maoist nepalelection kathmandupost,0
video from the ukraine emergency ministry of the #putin regime terrorists missile strike in the odesa region today  #ukraine #russia  https://t.co/1s0bb7pyqb,7,video ukraine emergency ministry putin regime terrorist missile strike odesa region today ukraine,9
hudson's @dasher8090 weighs in on the impact tougher sanctions &amp; strict enforcement would have on #russia w/ @kiranstacey @financialtimes.  https://t.co/ytphmwugun,7,hudson dasher weighs impact tougher sanction strict enforcement kiranstacey financialtimes,5
" #russia’s cyber capabilities were significantly overvalued, according to mykhailo fedorov, the vice-prime minister and digital transformation minister of #ukraine, who opened the 2022 paris cyber summit on wednesday (11 may). @laura_naima reports   https://t.co/eveei02ezg",7,russia cyber capability overvalued mykhailo fedorov viceprime minister digital transformation minister ukraine opened paris cyber summit wednesday  lauranaima report,8
peskov also denied us intelligence reports that putin intends to introduce martial law in #russia.  #standwithukraine,7,peskov denied intelligence report putin intends introduce martial law standwithukraine,0
vernice rossa sull'ambasciatore russo a #varsavia  (#russia minaccia di ritirarlo ed espellere quello polacco)  #russia could withdraw its ambassador from #poland and expel the #polish ambassador from the country  #9maggio #victoryday #standwithukraine  https://t.co/9nvjer322h,7,vernice rossa sullambasciatore russo varsavia minaccia di ritirarlo espellere quello polacco withdraw ambassador poland expel polish ambassador country maggio victoryday standwithukraine,0
the eu is struggling to approve an oil ban on #russia. speaking with @a_schallenberg over the weekend it is clear that ending natural #gas purchases would be even more complicated.  https://t.co/mhh6mwuq4g,7,eu struggling approve oil ban speaking aschallenberg weekend clear natural gas purchase complicated,5
"welcome to #navalny world, at least he knew it’s paint &amp; not that nasty bright green antiseptic or #novichok  plus he deserved it. no excusing #russia for the atrocity of the #ukrainianwar   https://t.co/ldor1ttm8r",7,navalny world knew paint nasty bright green antiseptic novichok deserved excusing atrocity ukrainianwar,0
almost 11 weeks into #russia’s botched war #europeanunion is weighing more arms financing for #kyiv while #usa wants to send new models of a dive-bombing drone. #finland &amp; #sweden are moving closer to joining #nato 200th #russian aircraft shot down over  https://t.co/wqi1bdvyqr,7,week russia botched war europeanunion weighing arm financing kyiv usa send model divebombing drone finland sweden moving closer joining nato aircraft shot,8
#israel has approved #estonia's request to transfer the blue spear 5g ssm missile complex to #ukraine.  the blue spear missile system is a precision-guided weapon that can strike beyond line of sight at mobile and stationary targets at sea. #breakingnews #breaking #russia  https://t.co/ydowjqfwwh,7,israel approved estonia request transfer blue spear ssm missile complex ukraine blue spear missile system precisionguided weapon strike sight mobile stationary target sea breakingnews breaking,3
"#belarus and #russia have reached a preliminary agreement on the permanent deployment of russian s-400 air #defense systems and iskander #missile systems, which are currently deployed in belarus, belarusian president alexander lukashenko said on tuesday. (file photo)  https://t.co/0leor2b5lp",7,belarus reached preliminary agreement permanent deployment air defense system iskander missile system currently deployed belarus belarusian president alexander lukashenko tuesday file photo,4
.            .  in the center of #irkutsk a building caught fire in “the courtyard of the theater of the youth theater.”  the area of the fire is 800 square meters. 50 people were evacuated.  . . . .         #russia  https://t.co/tbtu6h6kk7,7,  center irkutsk building caught fire courtyard theater youth theater area fire square meter people evacuated    ,9
"""authoritarian regimes recognize the power and the resonance of history. they see history as a crucial tool to generating popular support.""  - journalist @katiestallard  analysis by @r_ebbighausen  #china #russia #northkorea  https://t.co/9o49cfkray",7,authoritarian regime recognize power resonance history history crucial tool generating popular support  journalist katiestallard analysis rebbighausen china northkorea,3
"gis report: #russia’s failures in #ukraine could make #china cautious about its designs for #taiwan’s “reunification.” however, beijing may see reasons to press ahead. #   https://t.co/ao8ssny6bq",7,gi report russia failure ukraine china cautious design taiwan reunification beijing reason press ahead ,0
senior defense official confirms #russia fired long-range missiles into the yavoriv training center in lviv -- causing minor damage #ukraine,7,senior defense official confirms fired longrange missile yavoriv training center lviv  causing minor damage ukraine,4
#russia in #ukraine: #russian #uav #orlan10 operating in #ukrainian airspace depends on parts mostly from #usa. others supporting #orlan10: #china #japan #germany #france #italy #switzerland and #india gets blamed for keeping quiet! check it out yourself!!  https://t.co/gpfh3jwiks  https://t.co/sgu2prlrzs,7,ukraine uav orlan operating ukrainian airspace depends part usa supporting orlan china japan germany france italy switzerland india blamed keeping quiet check,0
@joelivanrod @timand2037 @klue_ann correct yourself.  1 inferior country + 1 usa and 29 slaves of usa #nato. so fighting with 31 countries single handedly and winning is huge.  kudos to #russia  ,7,joelivanrod timand klueann correct inferior country  usa slave usa nato fighting country single handedly winning huge kudos,8
#russian troops in action.. #ukraine #ukrainerussianwar #russia #russian  https://t.co/dfxyatprz0,7,troop action ukraine ukrainerussianwar,4
"""the age of men is over, the time of the orc has come"" - sergei lavrov  #russia #warcrimes #ukraine #orcs",7,age men time orc  sergei lavrov warcrimes ukraine orcs,3
"extremely unique ""one off"" photo of #ukrainian soldiers fighting together in the #donbas area from: 1) the #apu; 2) the freedom for russia legion; and, 3) the kastuś kalinoŭski belarusian volunteer battalion.   #slavaukraini #russia #ukraine #ukrainianwar #ukraineinvasion  https://t.co/cumuxnoqga",7,extremely unique photo ukrainian soldier fighting donbas area  apu  freedom legion  kastuś kalinoŭski belarusian volunteer battalion slavaukraini ukraine ukrainianwar ukraineinvasion,7
"@timand2037 the story of the #russian stand against the #nazis is fascinating and inspiring.  #russia fought nobly, at tremendous cost.  that was 1942-1943.  #putin’s #ukraine war sullies the memory of the millions of #russians who faced, fought and defeated the #nazis. praise the dead.",7,timand story stand nazi fascinating inspiring fought nobly tremendous cost  putin ukraine war sully memory million russian faced fought defeated nazi praise dead,0
the embassador of #russia to #poland got covered in red paint today in protest of russia's war on #ukraine.  https://t.co/pmqvkbo2ew,7,embassador poland covered red paint today protest russia war ukraine,0
"@afp #russian belligerence and bellicosity rings increasingly hollow, especially in wake of its poor and inefficient performance in the ongoing #ukrainewar. this war has in a way exposed #russia's limitations, despite being a large contingent.#putin #ukraine",7,afp belligerence bellicosity ring increasingly hollow wake poor inefficient performance ongoing ukrainewar war exposed russia limitation despite large contingentputin ukraine,7
"as #russia was evicted from #un human rights council, #unga voted to give that seat to czech republic, member of the same electoral eastern european group. my old question i asked some eeg colleagues is even more relevant today: why do we still have an east. european group at un?",7,evicted human right council unga voted seat czech republic member electoral eastern european group question asked eeg colleague relevant today east european group,6
why would you trust #ukraine when their own #mod lied ?! #russia #ukrainerussiawar #news #lies #zelenskywarcriminal #ukrainewar  wake the fk up already  https://t.co/fmuh5oxzqu,7,trust ukraine mod lied  ukrainerussiawar news lie zelenskywarcriminal ukrainewar wake fk,7
"#russia is struggling around izyum, but it looks close to collapse around kharkiv, where #ukraine has been retaking territory - a village at a time and now much more rapidly - for about two weeks  https://t.co/k9ky0kiwcu",7,struggling izyum close collapse kharkiv ukraine retaking territory  village time rapidly  week,9
see how gamers are outwitting and helping to kill russian soldiers  #ukraineunderattaсk #ukraine #ukrainewar #russia   https://t.co/5qm3mumidx,7,gamers outwitting helping kill soldier ukraineunderattaсk ukraine ukrainewar,3
"@snarky_op @mcfaul ...dec. 1994, #ukraine as the 3rd world nuclear power, gives russia 5000 nuclear bombs and 220 vehicles to transport these weapons, in return #russia undertakes to respect the integrity of the ukrainian territory, signed with the #uk and the #usa  https://t.co/crar3u4pr1",7,snarkyop mcfaul dec  ukraine world nuclear power nuclear bomb vehicle transport weapon return undertakes respect integrity ukrainian territory signed uk usa,7
912/5:#kupiansk ne kharkiv rus-held  *major intersection for rus supply lines from #belgorod #russia base for #izyum #yampil #lyman seversky donets.river #bilohorivka rus failed cross river  here ukr protests rus entry in mar-little news since?  ukf adv/artillery not in range yet,7,kupiansk ne kharkiv rusheld major intersection ru supply line belgorod base izyum yampil lyman seversky donetsriver bilohorivka ru failed cross river ukr protest ru entry marlittle news ukf advartillery range,4
anti- imperialist u: the russia-ukraine war  https://t.co/k37tdeuo0j #russia #ukraine #nato #ukrainerussiawar  https://t.co/59p8uotv0b,7,anti imperialist russiaukraine war ukraine nato ukrainerussiawar,7
@rcamposduffy why do you side with #russia at every turn?,7,rcamposduffy side turn,0
the action of a russian sniper team on the vsu ukrainian soldiers in avdeevka.   #ukrainewar #turkey #france #europe #russia #azov #romania #poland #ukraine #china #putin  https://t.co/oqr2qx3wga,7,action sniper team vsu ukrainian soldier avdeevka ukrainewar turkey france europe azov romania poland ukraine china putin,7
two #sikh minority members were brutally killed on the streets of pakistan in peshawar. shame !!   #minoritiesunsafeinpak #failedstatepakistan #shocking #australia #russia #ukraine #tejasswiprakash #tejran #munawarfarooqui #thekashmirfiles #cricket #riproy  https://t.co/qeby8ebubx,7,sikh minority member brutally killed street pakistan peshawar shame  minoritiesunsafeinpak failedstatepakistan shocking australia ukraine tejasswiprakash tejran munawarfarooqui thekashmirfiles cricket riproy,3
"what should #chinese people learn from the #russia- #ukraine war? food supply is the most critical; the war between communist china and the #us already started in the aspects of unrestricted warfare, economic warfare and cyber warfare. ##musk #doctorwho #lalisa #igot7  https://t.co/t5effuw4rp",7,chinese people learn ukraine war food supply critical war communist china started aspect unrestricted warfare economic warfare cyber warfare musk doctorwho lalisa igot,5
@anonopsse its the blood of #ukraine &amp; #ukrainians who are suffering at the hands of #russia it is a warning to #china to stop supporting #dictaorputin and the invaders &amp;  #warinukraine2022,7,anonopsse blood ukraine ukrainian suffering hand warning china supporting dictaorputin invader warinukraine,3
"her name is engraved in the minds of millions of arabs. shot dead. in a world were sympathy = nothing (#russia is still invading #ukraine as we speak in spite of the enormous e-support), all one can do is spread awareness, cuz maybe one day.. #freepalestine  #sherineabuaqleh",7,engraved mind million arab shot dead world sympathy  invading ukraine speak spite enormous esupport spread awareness cuz day freepalestine sherineabuaqleh,0
finland's niinisto ready to meet turkey's erdogan over nato membership concerns -turkish state media anadolu #finland #nato #russia #turkey,7,finland niinisto ready meet turkey erdogan nato membership concern turkish state medium anadolu finland nato turkey,8
"i am so glad #mariaalyokhina #alyokhina #aljochina #aljokhina made it out of #russia. #freepussyriot means supporting all members to find a safe space. #refugeeswelcome. and one day putin's regime will fall, the riot is unstoppable. #pussyriot",7,glad mariaalyokhina alyokhina aljochina aljokhina freepussyriot supporting member find safe space refugeeswelcome day putin regime will fall riot unstoppable pussyriot,0
a dissonance in #india #germany ties #mahindarajapaksa quits #srilankaprotest  relentlesswar #russianukrainianwar  #victorydayparade  #putin -#russia is defendin #motherland  #usa &amp; #asia aftr #ukraine by @mohancraja source @the_hindu @indianexpress  #upscprelims #currentaffairs  https://t.co/acr1br3qm6,7,dissonance india germany tie mahindarajapaksa quits srilankaprotest relentlesswar russianukrainianwar victorydayparade putin defendin motherland usa asia aftr ukraine mohancraja source thehindu indianexpress upscprelims currentaffairs,0
hrc contribution to the settlement of the crisis in ukraine should address human rights violations in non-selective manner. imposing illegal ucms on #russia &amp; dumping ukraine with lethal weapons &amp; mercenaries confirm the tendency of western countries to escalate the situation  https://t.co/xqwsf6gfol,7,hrc contribution settlement crisis ukraine address human right violation nonselective manner imposing illegal ucms dumping ukraine lethal weapon mercenary confirm tendency western country escalate situation,6
all time favourite #shehnaazgill  @ishehnaaz_gill #sidnaaz #sidnaazforever #sidnaazians #shehnaazians #film #russia #ukrainian #bitcoin #bts_proof #cryptotrading #cryptonews #zareenkhan @sidharth_shukla  https://t.co/n77yh31dth,7,time favourite shehnaazgill ishehnaazgill sidnaaz sidnaazforever sidnaazians shehnaazians film ukrainian bitcoin btsproof cryptotrading cryptonews zareenkhan sidharthshukla,7
a poem i had published  https://t.co/zkpefdsv3v #poetry #amwriting #russia #odd #mondaythoughts #writingcommunity,7,poem published poetry amwriting odd mondaythoughts writingcommunity,0
"follow @dem_initiatives surveys &amp; commentaries to understand the basics of #ukraine, its fight for democracy, freedom, eu choice. file below appeared on dif site on feb 20. #russia aggression only accellerated these trends @mariia_zolkina @petroburkovskyi  https://t.co/eydhh5ljh9",7,follow deminitiatives survey commentary understand basic ukraine fight democracy freedom eu choice file appeared dif site feb  aggression accellerated trend mariiazolkina petroburkovskyi,0
"#nato goes around invading sovereign states,destroying economies,overthrowing gvts, carpet bombing cities killing millions of innocent women &amp; kids,today they hav the moral to lecture us that #russia invaded sovereign #ukraine &amp; has committed war crimes ,hogwash rubbish",7,nato invading sovereign statesdestroying economiesoverthrowing gvts carpet bombing city killing million innocent woman kidstoday hav moral lecture invaded sovereign ukraine committed war crime hogwash rubbish,3
"#russia to mark soviet #ww2 victory, polls open in the #philippines, #china navy practices moves needed for #taiwan reunification – report. read more world news in brief at:  https://t.co/kqmbpythkj  https://t.co/wdvmgiioih",7,mark soviet ww victory poll open philippine china navy practice move needed taiwan reunification report read world news,0
new issue of world war 3 illustrated! frontlines of repair.   https://t.co/b28r0ifwg7  #art #comics #repair #ukraine #russia #anarchy  https://t.co/n9hjpmqwn7,7,issue world war illustrated frontlines repair art comic repair ukraine anarchy,0
russian soldiers reaction to our eutovision victory.    #eurovision #eurovision2022 #eurovisionsongcontest #eurovisiongr #ukraine #russia  https://t.co/vyhcnhjutz,7,soldier reaction eutovision victory eurovision eurovision eurovisionsongcontest eurovisiongr ukraine,3
"#russia making very little headway with the eastern #ukraine offensive, the pentagon says  https://t.co/p6giejrlos",7,making headway eastern ukraine offensive pentagon,4
"as the world awaits #putin speech on #victoryday in #russia, here's analysis from former uk ambassador to russia sir tony brenton, who himself attended #victorydayparade, on what to expect.",7,world awaits putin speech victoryday analysis uk ambassador sir tony brenton attended victorydayparade expect,0
.@warstudies looking forward to taking part in this panel tomorrow @chathamhouse on #russia #china #ukraine in stellar company with @alexgabuev @m_kaczmarski @yu_jiec &amp; tong zhao   https://t.co/pj0hiiutso,7,warstudies forward panel tomorrow chathamhouse china ukraine stellar company alexgabuev mkaczmarski yujiec tong zhao,5
"argentina will attend brics summits, at china’s invitation, in step toward ‘formal entry’  @benjaminnorton #china #xijinping #argentina #albertofernández #brics #brazil #russia #india #southafrica #imf  https://t.co/qbmbvzv8aw",7,argentina will attend brics summit china invitation step ‘formal entry benjaminnorton china xijinping argentina albertofernández brics brazil india southafrica imf,5
"today is the international conscientious objection day! join us on this day with your messages of solidarity with cos from #russia, #belarus and #ukraine. #coday read the statement of the ukrainian pacifist movement here:  https://t.co/xqvdrdwm3k",7,today international conscientious objection day join day message solidarity co belarus ukraine coday read statement ukrainian pacifist movement,0
none other than nuland's husband and a perpetual #war manufacturer robert kagan spewing half truths about #russian concerns with his crooked neocon mouth. 'was the invasion unprovoked?' #russiaukraineconflict #russia #ukraine  https://t.co/bby3ibsv5r,7,nulands husband perpetual war manufacturer robert kagan spewing half truth concern crooked neocon mouth invasion unprovoked russiaukraineconflict ukraine,3
"at #iran oil show 2022, chief negotiator ali bagheri kani repeats the khamenei line about pursuing sanctions lifting &amp; neutralization &amp; mentions that countries under the sanctions are after acquiring sanction-thwarting knowledge from iran. think #russia.   https://t.co/d06sfxzist",7,iran oil  chief negotiator ali bagheri kani repeat khamenei pursuing sanction lifting neutralization mention country sanction acquiring sanctionthwarting knowledge iran,5
#russia is a state sponsor of terrorism!  #ukraineunderattaсk #ukraine #standwithukraine,7,state sponsor terrorism ukraineunderattaсk ukraine standwithukraine,1
#russia cleared that they have no plan to do atomic bomb attack on #ukraine !!  it is big positive for market sentiments as market don't like uncertainties !!!  #komalsecurities #pms #nse #global #investing #stockmarket.,7,cleared plan atomic bomb attack ukraine  big positive market sentiment market dont uncertainty  komalsecurities pm nse global investing stockmarket,5
breaking: #russia’s victory day audiences were advised west had intended to ‘invade our land.’tvs in #russia were hacked w/ messgs to read:”blood on your hands from thousands of #ukrainians.”#putinwarcriminal,7,breaking russia victory day audience advised west intended ‘invade landtvs hacked messgs readblood hand thousand ukrainiansputinwarcriminal,3
"#ukraine like georgia, afghanistan &amp; iraq will soon find out that being friends with uncle sam is very fatal.   #russia #ukrainerussiawar",7,ukraine georgia afghanistan iraq will find friend uncle sam fatal ukrainerussiawar,7
the un general assembly voted on tuesday for the #czechrepublic to replace #russia in its human rights body. #world   https://t.co/3ljg3exwn9,7,general assembly voted tuesday czechrepublic replace human right body world,6
"a resident of st. petersburg told about the death threats that have come, for having anti-war views. #russia  https://t.co/evck2c5obf",7,resident st petersburg told death threat antiwar view,3
air raid alert sirens in all the towns and cities of the chernihiv region everyone there’s being asked to take cover and stay sheltered till the all clear sounds  #ukraine #russia #putin,7,air raid alert siren town city chernihiv region asked cover stay sheltered till clear sound ukraine putin,4
good job #serbia   and let us not forget #hungary for also putting up a brave fight against the pressure from #eu to sanction #russia ,7,good job serbia forget hungary putting brave fight pressure eu sanction,5
"#ukraine: another destroyed ukrainian mt-lb apc in tsyrkuny, #kharkiv region. #ukrainewar #ukrainerussiawar #ukrainerussianwar #ukraineunderattack #russia #kyiv #kiev #ukrainian #ukraina #tsirkuny  https://t.co/wrgf4apyay",7,ukraine destroyed ukrainian mtlb apc tsyrkuny kharkiv region ukrainewar ukrainerussiawar ukrainerussianwar ukraineunderattack kyiv kiev ukrainian ukraina tsirkuny,7
"the white supermacist who shot and killed 10 with an ar15 at a supermarket in a predominantly black neighborhood in buffalo, ny was treated better by police than this black child who grabbed some chips from the store.  #russia #ukraine #russian #ukrainian #nato #azovstal #azov  https://t.co/czoyojbist",7,white supermacist shot killed ar supermarket black neighborhood buffalo ny treated better police black child grabbed chip store ukraine ukrainian nato azovstal azov,3
"#finland's government announced it will apply to join #nato, ditching decades of wartime neutrality and ignoring #russia|n threats.  prime minister sanna marin: ""we hope that the parliament will confirm the decision to apply for nato membership""  https://t.co/3v2qw2wmcg",7,finland government announced will apply join nato ditching decade wartime neutrality ignoring threat prime minister sanna marin hope parliament will confirm decision apply nato membership,8
your enemy is not my enemy. remember #usa obsession of getting countries to condemn #russia? condemn or else…and we have seen destabalization of countries after that. all for the afghanistan of europe that is dispensable once russia is weakened or taiwan comes to limelight.  https://t.co/qualn6ovrd,7,enemy enemy remember usa obsession country condemn condemn else…and destabalization country afghanistan europe dispensable weakened taiwan limelight,0
"#finland has announced the apply for nato membership, #russia could stop gas supplies to finland in response to its decision.   note:  puts an end to long-term neutrality, nato borders directly reach the russian border. #nato #russia #nordic #otan #finlandia #finland #finnish  https://t.co/nrgix4uyij",7,finland announced apply nato membership gas supply finland response decision note put longterm neutrality nato border directly reach border nato nordic otan finlandia finland finnish,8
the west is nowhere close to 2008-georgia or 2014-crimea moments. #nato's upcoming strategic concept will not naively call for a partnership with #russia. there won't be a 'reset button' either. #ukraineinvasion marks a dead-end by dr. kasapoglu @trtworld   https://t.co/nql7rk4i5k,7,west close georgia crimea moment nato upcoming strategic concept will naively call partnership reset button ukraineinvasion mark deadend dr kasapoglu trtworld,0
"""documents &amp; emails in this article represent a fraction of huge tranche of leaked files giving a scarily candid glimpse of how power works in #britain &amp; in whose interests.""  #mi6 not #russia the #brexit mole. goal? ditching #eu for deeper us/#5eyes ties.  https://t.co/wlqtqq3c4e",7,document email article represent fraction huge tranche leaked file scarily candid glimpse power work britain interest mi brexit mole goal ditching eu deeper useyes tie,0
"catch me if you can  eu gas storage 2022: slow start, quick build up, still below average  chart  https://t.co/ug1o3tsm7u   #ukraine #russia #gas #eklat",7,catch eu gas storage  slow start quick build average chart ukraine gas eklat,5
