tweet,likes_count,tweetFiltrado,topico
hearing apple talk about industry standards it hopes everyone will adopt is pretty funny tbh #wwdc22,4,hearing apple talk industry standard hope adopt pretty funny tbh,1
the macbook air m2 was so worth the wait! #wwdc22  https://t.co/rxxsglifbu,4,macbook air m2 worth wait,8
#wwdc22 the lockscreen is now a giant apple watch face ,4,lockscreen giant apple watch face,9
"macos ventura - stage manager, find tuned spotlight search, safari social features and passkeys (new way to authenticate without passwords), iphone as webcam and more.  #wwdc22  https://t.co/w60sevwbqz",4,macos ventura stage manager find tuned spotlight search safari social feature passkey authenticate password iphone webcam,7
i don't think we needed a stage manager on ipad os.  this looks more confusing to me. #wwdc22,4,needed stage manager ipad o confusing,7
nowy macbook air.  #wwdc22 #hawevent  https://t.co/uzlmprxdrh,4,nowy macbook air #hawevent,8
order tracking in the wallet  #wwdc22,4,order tracking wallet,0
"&gt; icymi: i asked @bhansmeyer, @jamesthomson and @davidgarywood on their hopes for #wwdc22 later today.  https://t.co/oanubhpx6b",4,gt icymi asked @bhansmeyer @jamesthomson @davidgarywood hope today,5
erm where’s the ipados 16 update??  #wwdc22,4,erm ipados 16 update,3
i'm getting material you vibes from #ios16 new lockscreen   - widgets - customise clock and other things  - notifications now roll in from the bottom - live activities:  #apple #wwdc22 #wwdc2022  https://t.co/dxlildxgff,4,material vibe #ios16 lockscreen widget customise clock thing notification roll bottom live activity #apple #wwdc2022,3
the new macbook air with the new m2 chip !!!!!!! #macbookair #wwdc22  https://t.co/d6oi5j92ac,4,macbook air m2 chip  #macbookair,8
desktop view #wwdc22                     reality  https://t.co/472r07tdz4,4,desktop view reality,7
i am so ready for this!! the xda team had a lot of fun dreaming this up and it's gonna be fun to play along!! #wwdc22 #wwdcbingo,4,ready xda team lot fun dreaming gonna fun play #wwdcbingo,5
wow they're announcing the m2!! #wwdc22  https://t.co/bfmxlyz5jx,4,wow announcing m2,4
oh my god! #wwdc22 #ipados16 #ipadpro #m1ipadpro  https://t.co/ofykpa6spp,4,god #ipados16 #ipadpro #m1ipadpro,0
i work at apple and this is how i feel right now  #wwdc22  https://t.co/wbmj0eabb8,4,work apple feel,0
ipad os 16 now #wwdc22  https://t.co/bzr90j9lk8,4,ipad o 16,3
did apple just destroy klarna's whole business model? #wwdc22,4,apple destroy klarnas business model,0
apple announces new features to imessage including edit and undo send in ios 16. #wwdc22  https://t.co/woaurqdjk1,4,apple announces feature imessage including edit undo send io 16,3
tim’s hanging around #wwdc22  https://t.co/qu74s4fyno,4,tims hanging,0
i hope @apple will give us the freedom to edit numbers within the dial pad itself. #wwdc22,4,hope @apple freedom edit number dial pad,3
"federighi demonstrating the editor, which appears to allow you to customize many (any?) parts of the lock screen. ^mh #wwdc22",4,federighi demonstrating editor appears allow customize part lock screen mh,3
"the new macbook air (m2) starts at $1199, $1099 for education. macbook pro 13-inch price starts at $1299 and $1199 for education. macbook air m1: $999 and $899 for education. it will be available next month. #wwdc22 #macbookair2022  https://t.co/hkyitgxdie",4,macbook air m2 start 1199 1099 education macbook pro 13-inch price start 1299 1199 education macbook air m1 999 899 education month #macbookair2022,8
quite a bit coming to #ios16 can't wait! #wwdc22  https://t.co/jjhibfvris,4,bit coming #ios16 wait,5
#nomanssky is coming to the mac?!? #wwdc22,4,#nomanssky coming mac,0
apple introduces stage manager in macos. #wwdc22,4,apple introduces stage manager macos,7
#wwdc22  who else is watching?,4,watching,5
why does stage manager have to waste so much space? #wwdc22,4,stage manager waste space,7
"interesting to see where apple is this #wwdc22.  seems like they're doubling down on remote work / study.  emphasis on watch / music together, video call, collaboration between people on apps, etc.",4,interesting apple doubling remote work  study emphasis watch  music video call collaboration people apps,0
did i just see @mb's name on screen at #wwdc22?,4,@mbs screen,3
totally going all-in on the new unsend/edit feature in texting. #wwdc22,4,totally going all-in unsendedit feature texting,0
watchos with kevin! #wwdc22  https://t.co/qjo6jzl2i7,4,watchos kevin,9
ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps #wwdc22,4,ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps ipads running windowed apps,9
omg what is craig wearing?!  #wwdc22,4,omg craig wearing,5
ah guess i just chuck my m1 max mbp in the trash then?  #wwdc22,4,guess chuck m1 max mbp trash,4
new ios 16 lock screen changes. huge! #wwdc22  https://t.co/d87ydldzht,4,io 16 lock screen change huge,3
#wwdc22 can edit some items  https://t.co/zjqslvht5q,4,edit item,3
apple pay has its own payment plans  now?!?!?! #wwdc22  https://t.co/o0fbsfrhcj,4,apple pay payment plan,0
apple adding unsend on ios 16 was a mistake. i’m about to make horrible life decisions. #wwdc22  https://t.co/ic3ecg2uyg,4,apple adding unsend io 16 mistake horrible life decision,3
#wwdc22 have a look to #carplay @elonmusk  https://t.co/ggfjtscdac,4,#carplay @elonmusk,1
macos ventura is a really good name! #wwdc22,4,macos ventura good,7
10:12 am and my phone battery is at 38%… #wwdc22,4,1012 phone battery 38,6
i can no longer update my #iphone 7 to the newest ios :(   #wwdc22  https://t.co/b4mbsj9msm,4,longer update #iphone 7 newest io ,3
macbook air is fucking sexy   #wwdc22 #macbookair2022,4,macbook air fucking sexy #macbookair2022,8
this was specifically made for kpop stans  #wwdc22 #ios16  https://t.co/fwcoclwbyz,4,kpop stans #ios16,0
"focus filters let you filter out distracting content in apps. federighi giving the example of safari, turning on a work filter to show only work sites. ^mh #wwdc22",4,focus filter filter distracting content apps federighi example safari turning work filter work site mh,2
iphone webcam are you serious? #wwdc22,4,iphone webcam serious,0
apple doing this year's wwdc keynote is a very smart move. it's nice to see the company taking covid-related precautions somewhat seriously. #wwdc22,4,apple year keynote smart move nice company covid-related precaution seriously,1
"#wwdc22 this day of the year, when they remind you, you’re living in third world country ",4,day year remind living third world country,5
love this new stage manage feature. makes managing windows on the mac a whole lot better   #wwdc22,4,love stage manage feature managing window mac lot better,7
apple add wallet features to somewhere that isn’t us challenge #wwdc22,4,apple add wallet feature challenge,0
continuity camera is dope    #wwdc22,4,continuity camera dope,7
"i never expected an edit button from imessage, but i did from twitter. which one do we have?  #wwdc22 #wwdc2022",4,expected edit button imessage twitter #wwdc2022,3
stage manager is coming to the ipad too. i do hope it makes multi tasking easier #wwdc22  @businessline,4,stage manager coming ipad hope multi tasking easier @businessline,7
"ugh, watchos is 9, not 16! #wwdc22",4,ugh watchos 9 16,9
if you put your id in your phone for the love of god have a strong password. #wwdc22  https://t.co/etufzevall,4,phone love god strong password,0
"#ios16 introduced in #wwdc22 with new features like redesigned lockscreen, live text in videos etc... #appleevent  https://t.co/epusbdjlmy",4,#ios16 introduced feature redesigned lockscreen live text video #appleevent,3
"new features in mail: undo send, scheduled send, follow-up suggestions, remind me. #wwdc22",4,feature mail undo send scheduled send follow-up suggestion remind,3
"we are finally getting secondary screen on ipad! not just that, we can finally resize windows and open up multiple windows!   #wwdc22  https://t.co/kinytbbtuh",4,finally secondary screen ipad finally resize window open multiple window,7
"88/#100daysofswiftui   while everyone is busy with #wwdc22 , i just implemented the first parts of the flashzilla app. i actually want to use this to learn spanish later on haha",4,88#100daysofswiftui busy  implemented part flashzilla app learn spanish haha,9
free-floating windows in ipados16  #wwdc22,4,free-floating window ipados16,7
but who cares about the lock screen when we got ya boi craig dropping down into ios 16 presentation like a boss #wwdc22,4,care lock screen boi craig dropping io 16 presentation bos,3
kinda sad how limited set of countries apple maps covers with when it comes to new features #wwdc22,4,kinda sad limited set country apple map cover feature,0
"apple ios 16 announced: check new features, supported iphones and other details here  #ios16 #apple #wwdc22   https://t.co/cxmibcyxbp",4,apple io 16 announced check feature supported iphones detail #ios16 #apple,3
m2 wonder what surprises they have in stock #wwdc22,4,m2 wonder surprise stock,4
i wonder if this is the customization will make my mom switch from android to apple.   #wwdc22,4,wonder customization mom switch android apple,0
samsung or apple?  #wwdc22  https://t.co/yviitqn8du,4,samsung apple,0
10 min to go for #wwdc22 ready for live tweeting?,4,10 min ready live tweeting,3
apple has just unveiled the m2. didn’t expect this.   my laptop is now old. argh!  #wwdc22,4,apple unveiled m2 expect laptop argh,0
#macos is now mac os ventura. makes my 805 loving heart happy. #wwdc22,4,#macos mac o ventura 805 loving heart happy,7
getting ready for the keynote! #wwdc22  https://t.co/hmizotcyka,4,ready keynote,5
stage manager seems cool! #wwdc22,4,stage manager cool,7
applepay later... marina tim is coming for bnpl  #wwdc22,4,applepay marina tim coming bnpl,5
new iphone lock screen in ios 16 #apple #wwdc #wwdc22 #wwdc2022 #ios16  https://t.co/im8dg9cq29,4,iphone lock screen io 16 #apple #wwdc #wwdc2022 #ios16,3
"apple will recapture the game market … soon…which it has not dominated since the apple iie (sticky bear bop, karateka, choplifter, lode runner, bards tale)….now that i wrote it, a bards tale reboot using metal and spatial audio would be pretty rad…#wwdc22",4,apple recapture game market  soonwhich dominated apple iie sticky bear bop karateka choplifter lode runner bard talenow wrote bard tale reboot metal spatial audio pretty rad#wwdc22,0
fantastic improvements to the wallet app. too bad these new features will only be available in the us. #wwdc22,4,fantastic improvement wallet app bad feature,0
stage manager follows the same pattern as the other features they’ve took too long to realize were already figured out on the mac: make it arbitrarily different to be able to call it new. just like the “changing cursor” for trackpad support on the ipad. but i’ll take it. #wwdc22,4,stage manager pattern feature long realize figured mac arbitrarily call changing cursor trackpad support ipad,7
.@apple is comparing itself to @intel with its graphs again #wwdc22  https://t.co/ryuwzcfm3m,4,@apple comparing @intel graph,0
"wwdc22: apple ios 16 to bring live screen activity for lock screen, ability to undo and edit sent messages and more  https://t.co/2j1qtllfyh via @gadgetbridge #wwdc22",4,wwdc22 apple io 16 bring live screen activity lock screen ability undo edit message @gadgetbridge,3
threading #wwdc22  notes,4,threading note,0
ipados 16 #wwdc22   - weather app - collaboration - freeform app - metal 3 for gaming - files app update - stage manager - display scaling - virtual memory swap  https://t.co/od3xigy0si,4,ipados 16 weather app collaboration freeform app metal 3 gaming file app update stage manager display scaling virtual memory swap,7
back to tim? no tvos again?  #wwdc22,4,tim tvos,5
yes! lock screen customization. i wanted ios 16 to be more fun #wwdc22  https://t.co/1povoltmuv,4,lock screen customization wanted io 16 fun,3
ios 16 lock screen widgets.  #apple #wwdc #wwdc22 #wwdc2022 #ios16  https://t.co/4jitpolub7,4,io 16 lock screen widget #apple #wwdc #wwdc2022 #ios16,3
"yeah, @apple’s software is again, unmatched #wwdc22",4,yeah @apples software unmatched,0
"ahh, yes. another smart home standard i don’t need to care about. #wwdc22",4,ahh smart standard care,1
wonderful new additions to ipados.   but do you know what we really want? a gosh damn calculator     #wwdc22  https://t.co/lmqmt6cbv8,4,wonderful addition ipados gosh damn calculator,0
here are all of the various m2 features #wwdc22  https://t.co/ci9mpu5jok  https://t.co/dpec47rzdg,4,m2 feature,4
"apple watch gets a japanese keyboard, and live text supports recognizing (and translating) japanese from photos, including hand writing  #wwdc22  https://t.co/7h1db71qsf",4,apple watch japanese keyboard live text support recognizing translating japanese photo including hand writing,0
if only we had live activities for vonc leaks #wwdc22,4,live activity vonc leak,3
safety check!  #wwdc22,4,safety check,2
bro just tell me if i can speed up voice messages on imessage #wwdc22,4,bro speed voice message imessage,1
#wwdc22 pins rock #wwdc    https://t.co/q6h6vd90il,4,pin rock #wwdc,0
new #macbookprom2 is here   #macbookprom2 #macbook #apple #wwdc22 #wwdc2022  https://t.co/x2e8elsp8y,4,#macbookprom2 #macbookprom2 #macbook #apple #wwdc2022,0
lo swipe verso la home screen  #wwdc22,4,lo swipe verso la screen,3
in person = back  #wwdc22  https://t.co/jxzlzcbhfo,4,person ,5
we are getting a new lock screen  #wwdc22  #ios16,4,lock screen #ios16,3
"apple announces ipados 16, which brings incredible new features including a more advanced weather app, collaboration features, and more mac-like file features. #wwdc22  https://t.co/wrcclefpqo",4,apple announces ipados 16 brings incredible feature including advanced weather app collaboration feature mac-like file feature,0
lockscreen customization… finally!!!  #wwdc22,4,lockscreen customization finally,3
"apple pay later is very cool and love the flexibility, but not sure if it's the right financing tool to be in everyones hands without any restrictions. i'm sure everyone with apple pay racking up debt is exactly what we need right now  #wwdc22",4,apple pay cool love flexibility financing tool everyones hand restriction apple pay racking debt exactly,0
oh my goodness! i need #ios16 now! #wwdc22,4,goodness #ios16,0
the magic of continuity macos #wwdc22 ,4,magic continuity macos,7
palestine is among the handful of countries receiving the updated apple maps. #wwdc22,4,palestine handful country receiving updated apple map,0
live collaboration on ipados is really good for work from home #wwdc22  https://t.co/gkmdjxcqne,4,live collaboration ipados good work,3
i'm sold on ios 16 #wwdc22 it's beautiful ,4,sold io 16 beautiful,3
"ngl, the @apple macbook air with #m2 seems pretty enticing, i don't really think apple should be shipping the m2 in the macbook pro without offering an m2 pro or m2 max chip. but that's just me #wwdc22",4,ngl @apple macbook air #m2 pretty enticing apple shipping m2 macbook pro offering m2 pro m2 max chip,8
"took this picture with my s21+… wide angle lens. nowhere near as good as the iphone 13 pro wide-angle lens… just saying.   but anyway, i’m ready for #wwdc22   https://t.co/jgzbyoklew",4,picture s21 wide angle lens good iphone 13 pro wide-angle lens ready,5
so... how long until they start calling it caros? #wwdc22,4,long start calling caros,8
stage manager is cool but i can't help but think about how companies are now going to think its okay to give employees just regular ipads to fucking work instead of literal computers  #ipados #wwdc22,4,stage manager cool help company going employee regular ipads fucking work literal computer #ipados,7
variable fonts on the watch face. nice. #wwdc22,4,variable font watch face nice,9
poor samsung  #wwdc22,4,poor samsung,0
good new feature in ios16: safety check. excellent move by apple. #wwdc22  https://t.co/stpwdqgk1r,4,good feature ios16 safety check excellent move apple,2
so wait... the #ipad gets windows?! interesting. #wwdc22,4,wait #ipad window interesting,7
manifesting new ipad pro at #wwdc22,4,manifesting ipad pro,7
partying like it’s 2011 #wwdc22  https://t.co/tm5mtwlbkc,4,partying 2011,0
omg craig what is this track suit bro #wwdc22,4,omg craig track suit bro,5
"quite not jeff bezos chart, but the y-axis is for relative numbers  #wwdc22",4,jeff bezos chart y-axis relative number,4
"first up on announcements: ios and a whole new redesigned lock screen with customizable elements, fonts, colours, widgets, focus controls, and a new api called live activities. #wwdc22  https://t.co/7svm2jewvm",4,announcement io redesigned lock screen customizable element font colour widget focus control api called live activity,3
@techcrunch new lock screen editor looks a lot like the watch face editor on apple watch. #wwdc22,4,@techcrunch lock screen editor lot watch face editor apple watch,9
this  tree at apple park seems sus…  #wwdc22  https://t.co/rryxomtr2p,4,tree apple park sus,0
the rebel girls app is a finalist for the apple design awards for the social impact category!    we are honored and excited to be nominated and proud of the stories we tell in the app to empower girls everywhere   #wwdc22 #appledesignawards  https://t.co/wvjmje2v2n,4,rebel girl app finalist apple design award social impact category honored excited nominated story app empower girl #appledesignawards,9
the only thing that truly impresses me about #wwdc22 and any apple event is craig’s iconic eyebrows  https://t.co/pxhbssli78,4,thing impress apple event craigs iconic eyebrow,0
"capcom and resident evil at the apple #wwdc22 conference. what is this, a crossover episode?  https://t.co/hdaxistqyy",4,capcom resident evil apple conference crossover episode,0
macos ventura announced. they’re showing off stage manager but they should just implement snapping windows. #wwdc22 #macos  https://t.co/xyx2cemboz,4,macos ventura announced showing stage manager implement snapping window #macos,7
you can use focus to customize your lock screen. like a work lock screen during work hours and a personal lock screen during you time. #wwdc #wwdc2022 #wwdc22  https://t.co/32h1rnaeyc,4,focus customize lock screen work lock screen work hour personal lock screen time #wwdc #wwdc2022,3
that’s ios 16.  #wwdc22  https://t.co/5qeuxr1itf,4,io 16,3
tim cook in da house #wwdc22  https://t.co/opqmrmyqxl,4,tim cook da house,5
all new ios16 #wwdc22 #wwdc #ios #wwdc2022 #apple  https://t.co/yanewfirb7,4,ios16 #wwdc #ios #wwdc2022 #apple,3
windows was really popular at #wwdc22 !!  https://t.co/zhntgxdfmz,4,window popular ,7
what do you think of macos ventura's name? #wwdc22,4,macos venturas,7
entirely tuned out of the apple pay news  it’s always us only  #wwdc22,4,entirely tuned apple pay news,0
20 minutes until #wwdc22 lets gooo,4,20 minute gooo,4
before attending #wwdc22 completed day 28/100 or 1month(as per indian internet service providers)  done a bmi calculator using uisliders and used 2 different views  #100daysofcode  https://t.co/dhetxxyr23,4,attending completed day 28100 1monthas indian internet service provider bmi calculator uisliders 2 view #100daysofcode,0
enjoying #wwdc22 with the @galsendev221 community   https://t.co/m3mt4keaoo,4,enjoying @galsendev221 community,5
air is the new pro. #wwdc22,4,air pro,8
easily the best features #wwdc22  https://t.co/yafdvlfp2v,4,easily best feature,0
i’m not jealous of how much fun craig has filming apple announcements   #wwdc22,4,jealous fun craig filming apple announcement,5
i’m digging this stage manager feature. #wwdc22,4,digging stage manager feature,7
i was just composing about the lock screen yesterday! what an upgrade! #wwdc22,4,composing lock screen yesterday upgrade,3
next time i'm going to count the i'm so exciteds. macos ventura. sounds like a car. stage manager is like a dnd for apps. it organises app windows to keep your current task in focus #wwdc22  @businessline,4,time going count exciteds macos ventura sound car stage manager dnd apps organises app window keep current task focus @businessline,7
"yayy, quicknote is coming to ios!  are you excited?  #wwdc22 #ios16",4,yayy quicknote coming io excited #ios16,3
"mypov: @apple maps gets new updates - transit cards, multiple stops, look around, city experience and more. #wwdc22  https://t.co/v629bi6izv",4,mypov @apple map update transit card multiple stop city experience,1
ah. this is probably going to be the most frequently used feature in our house :)  #wwdc22 cc @stessacohen @barbmaclean @matthewsekol  https://t.co/h4s30gzk7a,4,going frequently feature house  cc @stessacohen @barbmaclean @matthewsekol,0
forget about m1 start budgeting for m2  #wwdc22  https://t.co/b4vjgfkwhx,4,forget m1 start budgeting m2,4
i just watched a meme be born!  #wwdc22,4,watched meme born,0
my money don’t jiggle jiggle and not fold too thanks to tim apple unkil. #wwdc22  https://t.co/0gdozieite,4,money jiggle jiggle fold tim apple unkil,0
apple starts off with ios16 and customizable lock screens and widgets. #wwdc22,4,apple start ios16 customizable lock screen widget,3
so the cars that will support the new version of carplay  coming to ios 16 will not be announced until ios 17 is released. #wwdc22,4,car support version carplay coming io 16 announced io 17 released,3
widgets seems like a cool way for me to always be anxious about my calendar instead of just when i get a notification   #wwdc22,4,widget cool anxious calendar notification,3
ios 16 is gonna be lit #wwdc22,4,io 16 gonna lit,3
weather is finally coming to ipad  #wwdc22,4,weather finally coming ipad,7
"lol, oh, craig.  #wwdc22  https://t.co/kbrspy7ji4",4,lol craig,5
macbook air m2  #wwdc22,4,macbook air m2,8
"stage manager has beed added to keep everything on your mac managed, including all of your open windows #wwdc22  https://t.co/ci9mpu5jok  https://t.co/u4xnqkgm75",4,stage manager beed keep mac managed including open window,7
can’t wait to throw my intel chip mba into a dumpster fire! #wwdc22 ,4,wait throw intel chip mba dumpster fire,4
new!!! swift charts this looks fun! #wwdc22    https://t.co/lwrxtgpafb  https://t.co/y0euibdkst,4,swift chart fun,5
apple unveils safety check for those looking to escape an abusive relationship. #wwdc22,4,apple unveils safety check escape abusive relationship,2
"yoooo apple buy now, pay later? #wwdc22",4,yoooo apple buy pay,0
i cannot wait to get my hands on freeform! #wwdc22  https://t.co/wm2hk10dwj,4,wait hand freeform,7
glorious. #wwdc22  https://t.co/0he95yeii2,4,glorious,0
should i install that sweet ios 16 beta on my phone right now...? #wwdc22,4,install sweet io 16 beta phone,3
the user experience developments in #ipados16 and #ventura such as #stagemanager are going to make a big difference to productivity methinks #wwdc22 #appleeduchat #edtech #getthingsdone indeed!!  https://t.co/xsdvwysmvh,4,user experience development #ipados16 #ventura #stagemanager going big difference productivity methinks #appleeduchat #edtech #getthingsdone,1
so the lock screen is an apple watch now #wwdc22,4,lock screen apple watch,3
"my favourite shortcut has been sherlocked :p  auto changing wallpaper each day  oh well, i’ll probably still use my own to keep all devices sync… unless apple thought of that.  #wwdc22",4,favourite shortcut sherlocked auto changing wallpaper day keep device sync apple thought,0
"then boom, m2. #wwdc22  rip wallet.",4,boom m2 rip wallet,0
3 minutes! #wwdc22,4,3 minute,5
hair force one in action  #wwdc22  https://t.co/1smiigr1da,4,hair force action,0
"m2 maximizes performance while minimizing power. m2 has even more performance and capabilities. enhanced 5nm technology, 20 billion transistors #wwdc22  https://t.co/ci9mpu5jok  https://t.co/hstjdqdh9r",4,m2 maximizes performance minimizing power m2 performance capability enhanced 5nm technology 20 billion transistor,4
at this point it's like they're announcing that craig's going to be the next ceo! #wwdc22,4,point announcing craigs going ceo,4
"sadly no apple classical announcement at #wwdc22 today...  but i'm very excited about continuity camera, letting you use your iphone as a webcam... including creating a ""desk view""  huge potential for music teaching online, especially on a budget  https://t.co/mxylnxant2",4,sadly apple classical announcement today excited continuity camera letting iphone webcam including creating desk view huge potential music teaching online budget,5
stage manager looks super useful!  #wwdc22,4,stage manager super,7
first announcement for #wwdc22 has got me want to use the beta more than anything in the past.,4,announcement beta,5
more info #wwdc22 :  https://t.co/pvcvjmo5jr,4,info ,0
love the outfit craig! where did you get it? asking for a friend. #wwdc22,4,love outfit craig friend,5
ios 16 is getting loads of screen time! #wwdc22,4,io 16 load screen time,3
#residentevil village is coming to the mac   #apple #wwdc #wwdc22 #wwdc2022 #ios16 #watchos9 #macbook  https://t.co/o2ecsoqhsj,4,#residentevil village coming mac #apple #wwdc #wwdc2022 #ios16 #watchos9 #macbook,9
apple is the biggest tease talking about “desktop-class apps” and not announcing final cut for ipad  #wwdc22,4,apple biggest tease talking desktop-class apps announcing final cut ipad,0
full external display support on ipad. apple has finally decided to become a serious company. #wwdc22  https://t.co/f494ufkuqp,4,full external display support ipad apple finally decided serious company,0
how many times did they say api?  #wwdc22,4,time api,0
the new 2022 macbook pricelist:  macbook air m2 - us$ 1199 / 1099 (education)  macbook air m1 - us$ 999 / 899 (education)  macbook pro m2 - us$ 1299 / 1199 (education)  the new m2 macbooks will be available starting next month.  #wwdc22  #gadgetmatchlive  https://t.co/nztrmup8gj,4,2022 macbook pricelist macbook air m2 1199  1099 education macbook air m1 999  899 education macbook pro m2 1299  1199 education m2 macbooks starting month #gadgetmatchlive,8
freeform is the attempt at sherlocking miro and mural?!   not sure about that....  #wwdc22,4,freeform attempt sherlocking miro mural,7
wow its form #iwatch customisation   #appleevent #apple #wwdc22 #wwdc2022  https://t.co/s8fgn0uajs,4,wow form #iwatch customisation #appleevent #apple #wwdc2022,9
we used to call it minimize and maximize. #wwdc22  https://t.co/6uvtf6dmcn,4,call minimize maximize,0
the new #macbookair will be available in november 2023.  #satire #supplychains #apple #appleevent #wwdc22,4,#macbookair november 2023 #satire #supplychains #apple #appleevent,1
the new macbook pro 13 inches will also come in the m2 chip  #wwdc22,4,macbook pro 13 inch m2 chip,8
‘stage manager’ for ipad please! #wwdc22,4,stage manager ipad,7
"a lot of ios features hit already, this is a lot to absorb  #wwdc22",4,lot io feature hit lot absorb,3
well dang! the new m2 that i don’t even think i need as my m1 is already ridiculous #m2 #wwdc22  https://t.co/d7tou8hy3j,4,dang m2 m1 ridiculous #m2,4
that’s it: no mixed reality glasses announcement. #wwdc22,4,mixed reality glass announcement,5
what’s an ipad?   #wwdc22,4,ipad,7
put a flip clock on the lock screen you cowards. #wwdc22,4,flip clock lock screen coward,3
imessage got an edit button before #twitter. #wwdc22,4,imessage edit button #twitter,3
great to see @applenews upgrading to advanced features for better sports experience to sports fans.   unfortunate to see that india is not in the list of countries. please bring it soon.  #wwdc22,4,great @applenews upgrading advanced feature better sport experience sport fan unfortunate india list country bring,1
desk view is really impressive. you can use your iphone's camera for both of those views without moving it around. #wwdc22  https://t.co/noafpdprhm,4,desk view impressive iphones camera view moving,7
free form!!!! #wwdc22  https://t.co/fev9dosiiz,4,free form,9
"good heavens. intimate partner violence has reached the apple keynote? when the us gets involved in something, they get involved. #wwdc22",4,good heaven intimate partner violence reached apple keynote involved involved,5
we wanted to *shake* things up in ios 16. try out haptic keyboard feedback in sounds &amp; haptics settings. better late than never! #ios16 #wwdc22,4,wanted shake thing io 16 haptic keyboard feedback sound haptics setting better late #ios16,3
lets go!!!   https://t.co/hyb2nqdgkh  #wwdc22 #apple #ios16 #ipados #macos #watchos #tvos,4,#apple #ios16 #ipados #macos #watchos #tvos,0
what to expect at #wwdc22's keynote tonight  https://t.co/hj8stpheck,4,expect #wwdc22s keynote tonight,5
"brand new   apple watch series 7 41mm: n230,000 45mm: n270,000  limited stock available  — place a call  or message  09052986007,07064616683  #wwdc22 #apple  https://t.co/zbuma8tuwg",4,brand apple watch series 7 41mm n230000 45mm n270000 limited stock — place call message 0905298600707064616683 #apple,0
it’s kind of bringing watch faces to the iphone! #wwdc22 #jaxapple,4,kind bringing watch face iphone #jaxapple,9
the new #macbookair #wwdc22  #m2  https://t.co/6xpt7qm5ij,4,#macbookair #m2,4
if ipados is last today it means the update is going to be bigger than expected. or… it’s just ipados 15 with stage manager. #wwdc22 #ipados16,4,ipados today update going bigger expected ipados 15 stage manager #ipados16,7
apple always adds a twist to the features we want   #wwdc22,4,apple add twist feature,0
craig gotta get on that acting career  #wwdc22,4,craig gotta acting career,5
ios brings new lock screen shit #wwdc22   filters and stuff  https://t.co/jxjgbl02fj,4,io brings lock screen shit filter stuff,3
we can now: 1. edit  2. delete  3. mark threads as unread  on messages in ios 16  #wwdc22,4,1 edit 2 delete 3 mark thread unread message io 16,3
yessss!! editing messages and undo. thank you!!!!!!!!! #wwdc22,4,yes editing message undo,3
the missing ios 16 maps feature? the ability for wheelchair users to route around the piles of scooters dumped in the middle of sidewalks #wwdc22  https://t.co/6qjobcelor,4,missing io 16 map feature ability wheelchair user route pile scooter dumped middle sidewalk,3
pashmam #wwdc22  https://t.co/knkoe6qzf4,4,pashmam,0
apple wwdc 2022 live updates: check out top updates from #wwdc22 live here  #apple #wwdc2022  https://t.co/ygct3rby9a,4,apple 2022 live update check top update live #apple #wwdc2022,3
the new carplay is astounding!  #wwdc22,4,carplay astounding,1
this outfit though...lol #wwdc22  https://t.co/nlo1lqjpkr,4,outfit thoughlol,0
all-new home app! yes! #wwdc22,4,all-new app,9
"maps: later this year, the new map will come to 11 more countries later this year. ^mh #wwdc22",4,map year map 11 country year mh,5
wtf is this haha  #wwdc22  https://t.co/2tl7wjwbx8,4,wtf haha,0
"for those escaping an abusive relationship, safety check helps quickly audit and turn off permissions given to others (your location, messages, where you’re signed in). awesome announcement at today’s #wwdc22.  https://t.co/7yd3wbf2nm",4,escaping abusive relationship safety check help audit turn permission location message signed awesome announcement today,2
"you can now edit your messages that you send, and there is an undo send feature to recall messages too. there’s a long-awaited mark as unread feature as well. #imessage #wwdc22  https://t.co/otbeegrcbk",4,edit message send undo send feature recall message long-awaited mark unread feature #imessage,3
moodboarding just got easier with freeform. really like it. #wwdc22,4,moodboarding easier freeform,7
lock screen editor #wwdc22  https://t.co/d9s4xfvy1t,4,lock screen editor,3
like this tweet. you won’t regret it. #wwdc22,4,tweet regret,5
"customise the lock screen!  automatically changes background, font, time, etc. so pretty...  #wwdc22  https://t.co/ibikvf3omw",4,customise lock screen automatically change background font time pretty,3
#wwdc22 coming soon!  https://t.co/y9oci2i77j,4,coming,0
"apparently ipad os also brings the baywatch transition, as demonstrated by craig in the segue to the next topic. #wwdc22",4,ipad o brings baywatch transition demonstrated craig segue topic,5
holy crap... #m2! :) #wwdc22,4,holy crap #m2 ,4
"i knew that i will buy some new gear on fall from apple, but i didn’t expect that will need to upgrade car. new car play looks so good! #wwdc22",4,knew buy gear fall apple expect upgrade car car play good,1
m2 is here let's goo   #wwdc22  https://t.co/n22tykozqn,4,m2 goo,4
lets gooooooo #wwdc22  https://t.co/hriqxlwgof,4,gooooooo,0
wait we can unsend and edit messages!!?!? shut upppppp #wwdc22,4,wait unsend edit message shut upppppp,3
me looking for any #ar or #vr references in today's #wwdc22 keynote...and not finding them.  https://t.co/wfplnt6408,4,#ar #vr reference today keynoteand finding,5
